CONTRACT_ID,UPC,DESCRIPTION,CITY_COUNTY,MANAGER_EMAIL,CONSTRUCTION_COMPANY,ON_TIME_STATUS,ON_BUDGET_STATUS,CONTRACT_AWARD_AMOUNT,COST_OF_WORK_TO_DATE,ORIGINAL_SPECIFIED_COMPLETION_DATE
115305,115305,#SGR20LP - Primary Extension - C'burg - Radford St NW,Christiansburg,Adam.Czesnowski@vdot.virginia.gov,Boxley Materials Company,G,G,182880,186128,2020-06-30
115307,115307,Primary Extension - Blacksburg - Prices Fork Rd,Blacksburg,Adam.Czesnowski@vdot.virginia.gov,Adams Construction Company,R,R,247143,289725,2020-06-19
115311,115311,Greenlee Road Drainage Improvements,Roanoke,Cheryl.Becker@vdot.virginia.gov,"Jack St. Clair, Inc.",G,G,499155,501020,2021-06-26
115352,115352,#SGR20LP - RT 17 ( Bridge Rd),Nansemond County extinct - City of Suffolk (2006),John.Alcaide@vdot.virginia.gov,Blair Bros,G,G,248288,191746,2020-06-30
115356,115356,#SGR20LP - Franklin Bypass,Nansemond County extinct - City of Suffolk (2006),John.Alcaide@vdot.virginia.gov,Blair Bros,G,G,382758,370316,2020-06-30
115358,115358,"#SGR20LP - City of Chesapeake Cedar Rd, Segment 1",Chesapeake,John.Alcaide@vdot.virginia.gov,"Blythe Construction, Inc",R,G,266280,265968,2020-08-25
115360,115360,"Route 165 (Cedar Rd) Repaving, Segment 2",Chesapeake,John.Alcaide@vdot.virginia.gov,"Blythe Construction, Inc",R,G,354000,199143,2020-08-25
115362,115362,City of Norfolk 884 E Indian River Rd - Paving,Norfolk,Derrick.Williams@vdot.virginia.gov,Virginia Paving,G,G,384285,218103,2020-11-20
115355,115355,#SGR20LP - City of Virginia Beach 2020 Shore Dr,Virginia Beach,Marci.Thompson@vdot.virginia.gov,Virginia Paving Company,G,G,256580,246124,2020-09-26
115357,115357,#SGR20LP - RT 17 (Bridge Rd),Nansemond County extinct - City of Suffolk (2006),John.Alcaide@vdot.virginia.gov,Blair Bros,G,G,65987,66738,2020-06-30
115359,115359,#SGR20LP - Atlantic Avenue,Virginia Beach,Marci.Thompson@vdot.virginia.gov,Virginia Paving Company,G,G,214010,211491,2020-09-26
115361,115361,City of Hampton 333 Armistead Ave N - Paving,Hampton,Derrick.Williams@vdot.virginia.gov,Basic Construction,G,G,76000,61291,2020-11-01
115364,115364,City of Norfolk 894 N Military Hwy - Paving ,Norfolk,Derrick.Williams@vdot.virginia.gov,VA Paving,G,G,537451,422772,2020-12-18
115366,115366,City of Hampton 366 Fox Hill Rd - Paving,Hampton,Derrick.Williams@vdot.virginia.gov,Basic Construction Co.,G,G,399000,206168,2020-12-07
115368,115368,City of Newport News 691 J Clyde Morris Blvd,Newport News,Chessica.Villaflores@vdot.virginia.gov,Basic Construction Company,R,G,125361,27397,2021-01-31
115381,115381,BUS 29 SBL - (ID 5465) RESURFACING (CENTRAL BLVD),Danville,John.Neblett@VDOT.Virginia.gov,Adams Construction,G,G,80212,80212,2020-04-01
115363,115363,City of Hampton 426 Mercury Blvd W - Paving,Hampton,Derrick.Williams@vdot.virginia.gov,Basic Construction,G,G,133000,129999,2020-11-01
115365,115365,City of Hampton 340 Armistead Ave N - Paving,Hampton,Derrick.Williams@vdot.virginia.gov,Basic Construction,G,G,103000,58648,2020-05-13
115367,115367,City of Williamsburg 2089 Capitol Landing Road & Merrimac Tr,Williamsburg,Chessica.Villaflores@vdot.virginia.gov,Lee Hy Paving Corp.,G,R,190847,222156,2020-06-30
115380,115380,RTE 129 - (ID 5482) RESURFACING (NORTH MAIN STREET),South Boston,sharon.white@vdot.virginia.gov,Adams Construction Company,G,G,415256,417856,2020-08-07
115419,115419,City of Hampton 329 Magruder Blvd - Paving,Hampton,Derrick.Williams@vdot.virginia.gov,Basic Construction,R,G,91000,65787,2020-11-01
115513,115513,#SMART20 Carrollton Boulevard (Rte 17) Crosswalks,Isle of Wight County,Alan.Williams@vdot.virginia.gov,Elite Contracting Group,G,G,212000,178657,2020-12-18
115610,115610,Town Wide Pavement Overlay - Various Routes,Tazewell,Roger.Musser@VDOT.Virginia.gov,W-L Construction,G,G,799576,799576,2020-12-18
115708,115708,HERNDON MAINTENANCE RS - MILL AND OVERLAY ,Herndon,Rita.Hockman@vdot.virginia.gov,Virginia Paving,G,G,616000,256680,2020-06-30
115382,115382,BUS 58 WBL - (ID 5487) RESURFACING (SOUTH BOSTON ROAD),Danville,John.Neblett@VDOT.Virginia.gov,Adams Construction,G,G,189676,189676,2020-04-01
115420,115420,,Hampton,Derrick.Williams@vdot.virginia.gov,Basic Construction Co.,G,G,198000,88716,2020-12-07
115514,115514,City of Norfolk 887 N Military Hwy - Paving,Norfolk,Derrick.Williams@vdot.virginia.gov,VA Paving,G,G,295363,188634,2020-12-18
115707,115707,ALEXANDRIA MAINTENANCE RS - MILL AND OVERLAY ,Alexandria,Rita.Hockman@vdot.virginia.gov,Virginia Paving dba Blythe,G,G,6394000,1212889,2024-11-01
115710,115710,VIENNA TOWN RS MAINTENANCE - MILL AND OVERLAY,Vienna,Rita.Hockman@vdot.virginia.gov,Arthur Construction,R,G,539000,454568,2020-08-31
115714,115714,Pearisburg - Mt. Lake Avenue/Curve Rd Improvements,Pearisburg,Adam.Czesnowski@vdot.virginia.gov,"AAA Paving and Sealing, Inc",R,G,194065,210706,2019-06-30
115725,115725,#SGR20LP - RECONSTRUCTION -- WILLIAM STREET,Fredericksburg,Richard.Spurlock@VDOT.Virginia.gov,Fredericksburg Asphalt & Paving,G,G,209824,209824,2020-12-01
115732,115732,#SGR20LP - City of NewpoRT News 690 J Clyde Morris Blvd,Newport News,Chessica.Villaflores@vdot.virginia.gov,Basic Construction Company,R,G,207990,0,2021-01-31
115709,115709,LEESBURG TOWN MAINTENANCE RS - MILL AND OVERLAY,Leesburg,veljibhai.desai@vdot.virginia.gov,FO Day,G,G,2092768,2000000,2020-06-30
115713,115713,"Townwide Street Paving, Milling, Overlay and Remarking",Blacksburg,Adam.Czesnowski@vdot.virginia.gov,Boxley Materials Company,R,G,650000,419080,2020-11-02
115724,115724,#SGR20LP - RT 3 -- BLUE & GRAY PARKWAY,Fredericksburg,Richard.Spurlock@VDOT.Virginia.gov,Fredericksburg Asphalt & Paving,G,G,96514,96514,2020-12-01
115731,115731,#SGR20LP - 2006 Virginia Beach Blvd,Virginia Beach,Marci.Thompson@vdot.virginia.gov,Virginia Paving Company,G,G,560548,480111,2020-09-20
115787,115787,Primary Extension - Martinsville - S Memorial Blvd,Martinsville,Jessie.Nester@vdot.virginia.gov,"Adams Construction Company, Inc.",G,G,49450,49405,2020-06-30
115789,115789,Primary Extension - C'burg - Radford Rd,Christiansburg,Adam.Czesnowski@vdot.virginia.gov,Boxley Materials Company,R,G,347603,310002,2020-06-30
115791,115791,Primary Extension - Galax - S Main St,Galax,Jessie.Nester@vdot.virginia.gov,Adams Construction Company,G,G,125153,120355,2020-07-15
115793,115793,Primary Extension - C'burg - Radford St NW,Christiansburg,Adam.Czesnowski@vdot.virginia.gov,Boxley Materials Company,G,G,54981,40143,2020-06-30
115733,115733,#SGR20LP - RT 165(Cedar Rd) Repaving,Chesapeake,John.Alcaide@vdot.virginia.gov,"Blythe Construciton, Inc",R,G,359000,240109,2020-08-25
115788,115788,Primary Extension - Martinsville - S Memorial Blvd,Martinsville,Jessie.Nester@vdot.virginia.gov,"Adams Construction Company, Inc.",G,R,110500,151590,2020-06-30
115790,115790,Primary Extension - Blacksburg - S Main St,Blacksburg,Adam.Czesnowski@vdot.virginia.gov,Adams Construction Company,G,G,247143,180069,2020-06-19
115792,115792,Primary Extension - Roanoke - Hollins Rd NE,Roanoke,Cheryl.Becker@vdot.virginia.gov,Boxley Materials/ Extreme Concrete,G,G,210981,210981,2020-06-30
115951,115951,,Winchester,Kim.Cameron@vdot.virginia.gov,Perry Engineering,R,G,2577652,2390224,2020-12-04
116665,116665,Templeton Avenue Drainage Improvements,Roanoke,Cheryl.Becker@vdot.virginia.gov,"Aaron J. Conner General Contractor, Inc.",R,G,973631,925565,2021-02-03
000109302,109302,#HB2.FY17 General Thomas Highway Signalization Project,Southampton County,Alan.Williams@vdot.virginia.gov,"Elite Contracting, Inc.",R,G,640000,591109,2017-07-05
G000107051,111184,PULASKI-GILES TURNPIKE SAFETY IMPROVEMENTS,,"""M.Mann@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,4682982,3503831,2019-04-30
115862,115862,#SGR20LP - RECONSTRUCTION - WILLIAM ST ,Fredericksburg,Richard.Spurlock@VDOT.Virginia.gov,Fredericksburg Asphalt & Paving,G,G,215229,215229,2020-12-01
116463,116463,WIDEN RTE 15 PHASE II LANDSCAPE,Leesburg,Susie.Lue@vdot.virginia.gov,"Environmental Quality Resources, LLC",G,G,175063,175063,2021-02-05
72517-12,109800,#HB2.FY17 Regional Commuter Express Bus,Norfolk,Robert.Tieman@vdot.virginia.gov,Gillig,G,G,2858850,2858850,2019-10-31
E00086292B03,86292,BRIDGE REPL.RTE 61 E RIVERSIDE DR AT CLINCH RIVER VA NO 1805,Tazewell,,"PATRICK CONSTRUCTION, INC.",G,G,1044663,1052528,2018-08-02
F00097856C01,97856,INTERSTATE 81 AT EXIT 14 - RAMP MODIFICATIONS,Washington County,,"W-L CONSTRUCTION & PAVING, INC.",G,G,29041684,30094154,2018-10-29
G00087868B64,87868,BRIDGE REPLACEMENT OVER ELLIOTT CREEK,,"""M.Mann@VDOT.Virginia.gov""",CROSSROADS BRIDGE INC.,G,G,1395387,1342857,2019-12-06
R00115759C01,115759,EMERGENCY REMOVE AND INSTALL BOX CULVERT AND WINGWALL,,,"BURLEIGH CONSTRUCTION CO.,INC",G,G,478777,481091,2019-08-24
600118199N01,118199,ON CALL GUARDRAIL HITS REPAIR,,,"MAKCO, INCORPORATED",G,G,1661366,0,2022-06-30
E00086593B50,86593,BRIDGE REPLACEMENT RTE. 744 OVER BLUESTONE RIVER,Tazewell County,,"PATRICK CONSTRUCTION, INC.",G,G,261226,257579,2018-08-13
G00082226B07,82226,RTE. 11 OVER BECKNER BRANCH - BRIDGE REPLACEMENT,Botetourt County,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","CATON CONSTRUCTION GROUP, INC.",G,G,3494605,3609063,2018-11-09
G00099425C01,99425,"0.956 MI. GRADE, DRAIN, PAVING, UTILITY, SOUNDWALL, PLANTING",Blacksburg,"""M.Mann@VDOT.Virginia.gov""","BRANCH CIVIL, INC.",G,G,38651818,38936024,2019-12-31
2000104848B35,104848,PROPOSED BRIDGE OVER MIDDLE FORK KENT BRANCH,,,CROSSROADS BRIDGE INC.,G,G,1068967,935689,2019-10-04
200111814DB10,111727,ALBEMARLE INTERSECTION BUNDLING,,,"CURTIS CONTRACTING, INC.",G,G,28556000,9908207,2023-02-03
U00017728C01,17728,"0.936 MI. GRADE, DRAIN., ASPH PAVE. RETAIN STR., 2 BRDG. STR",Southampton County,"""John.Arms@vdot.virginia.gov""","CURTIS CONTRACTING, INC.",G,G,14994140,15718693,2018-12-01
3000110480B25,112881,EMERGENCY BRIDGE REPLACEMENT - RTE 631,,,"KANAWHA STONE COMPANY, INC.",G,G,648385,626745,2019-02-13
5000109372N01,109372,BRIDGE PAINTING - STAUNTON DISTRICT SOUTH,,,"ELITE CONSTRUCTORS OF VIRGINIA, INC.(USE",G,G,1832000,1832000,2018-07-31
5000118239N01,118239,PAVEMENT MARKING RE-TRACE,,,"A ANNANDALE, INC.",G,G,1369795,0,2021-12-21
6000059259M01,111060,SMART SCALE* - INTERSECTION RECONSTRUCTION,Frederick County,,"PERRY ENGINEERING COMPANY, INCORPORATED",G,G,5333007,5291678,2020-07-20
3000109601B82,109601,SGR - BRIDGE REPLACEMENT OVER TOTIER CREEK,,,"KANAWHA STONE COMPANY, INC.",G,G,1108800,1100033,2021-04-05
4000115109N01,115109,"RECOAT STRUCTURES (FED. STR. NOS. 00484, 00486 & 13021)",,,"REGLAS PAINTING CO., INC.",G,G,360420,347418,2020-11-30
5000110826N01,110826,SHOULDER WIDENING & RUMBLE STRIPS,,,"B & S CONTRACTING, INC.",G,G,930523,0,2021-08-09
6000098960B91,98960,BRIDGE REPLACEMENT OVER N. FORK SHENANDOAH RIVER,,,"KANAWHA STONE COMPANY, INC.",G,G,1593020,1688026,2020-09-18
6000116236N01,115802,INTERSTATE RAMP IMPROVEMENTS,,,"GENERAL EXCAVATION, INC.",G,G,2153924,2077545,2020-11-20
6000079923M01,79923,"#HB2.FY17 SMARTSCALE I-81 SAFETY IMPROVEMENTS, EXIT 213",Augusta County,,"KICKIN ASPHALT PAVING AND EXCAVATING,LLC",R,R,1054458,1785038,2017-12-13
6000109373N01,109373,BRIDGE PAINTING - NORTHERN REGION,,,"KLICOS PAINTING COMPANY, INC.",R,G,1747182,1743358,2020-06-30
7000107021N01,107021,SAFETY IMPROVEMENTS,,,"S. L. WILLIAMSON COMPANY, INCORPORATED",G,G,1073796,814585,2020-11-13
7M8F800112393,112393,2018 PLANT MIX,,"""Robert.Good@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",R,G,1301045,1262260,2018-12-07
A000106942M01,106942,ROUNDABOUT AT INTERSECTION OF POLAND ROAD & EDGEWATER STREET,,,"ARTHUR CONSTRUCTION CO., INC.",G,G,795298,753042,2018-10-25
A00094102C501,94102,RTE. 1 WIDENING,,"""OJ.Jamilla@VDOT.Virginia.gov""",FORT MYER CONSTRUCTION CORPORATION,R,G,43246647,43480957,2019-11-29
6817BRA111412,111412,BRIDGE REHABILITATION,,"""Robert.Good@VDOT.Virginia.gov""","LANFORD BROTHERS COMPANY, INCORPORATED",R,G,1739233,1558578,2018-11-30
7M8C800110684,110684,2018 LATEX MODIFIED,,"""Robert.Good@VDOT.Virginia.gov""","SLURRY PAVERS, INC.",R,G,2541584,2395501,2018-10-26
7S8A800111612,111612,2018 SLURRY SEAL,,,"SLURRY PAVERS, INC.",G,G,2634900,2626481,2018-10-26
A000112770M01,112770,PROPOSED LANDSCAPE CONSTRUCTION,,,FORT MYER CONSTRUCTION CORPORATION,G,R,991684,1011101,2019-06-15
B00076244DB76,76244,RT 659 BELMONT RIDGE RD DESIGN-BUILD,,"""Sanjeev.Suri@VDOT.Virginia.gov""","SHIRLEY CONTRACTING COMPANY, LLC",G,G,45482021,45414521,2018-12-31
D000103505B45,103505,BRIDGE REPLACEMENT OVER RTE 610 & POWELL RIVER,,"""James.Parsons@VDOT.Virginia.gov""","ESTES BROS. CONST., INC.",G,G,1245466,1226090,2019-05-02
D000110011B49,110011,SGR - SUPERSTRUCTURE REPLACEMENT OVER COPPER CREEK,Bland County,"""Todd.Bolling@vdot.virginia.gov""","ESTES BROS. CONST., INC.",G,G,731409,703525,2020-05-22
E000103503B21,103503,PROPOSED SUPERSTRUCTURE REPLACEMENT,Washington County,,"PATRICK CONSTRUCTION, INC.",G,G,1330736,1274601,2019-04-24
B000108168B88,108168,I-395 OVER FOUR MILE RUN BRIDGE REPAIRS AND DECK OVERLAY,Lunenburg County,,MARTINS CONSTRUCTION CORP.,G,G,5489795,5361679,2018-11-21
C00107539N01B,109791,#HB2.FY17 RTE 360 - INTERSECTION IMPROVEMENTS AT RTE 47,Charlotte County,Craig.Manges@VDOT.Virginia.gov,Elite Contracting Group Inc.,G,G,187125,186832,2017-06-30
D000104901B38,104901,BRIDGE REPLACEMENT OVER WALKER CREEK,,"""Becky.Bane2@VDOT.Virginia.gov""","BORING CONTRACTORS, INC.",G,G,1971004,1932765,2020-12-17
E000101379B44,101379,PROPOSED BRIDGE OVER COPPER CREEK,,"""Todd.Bolling@vdot.virginia.gov""","PATRICK CONSTRUCTION, INC.",G,G,1820494,1745763,2019-10-25
F000102628C01,102628,REPLACE BRIDGE OVER COAL CREEK WITH BOX CULVERT,Buchanan County,,"RAMIREZ CONTRACTING, L.L.C.",G,G,364636,381091,2018-07-27
F000110086N01,110086,INSPECT AND REPLACE RAISED PAVEMENT MARKERS,Buchanan County,"""Todd.Repass@VDOT.Virginia.gov""","WL MARKERS, INC.",G,G,353007,346099,2019-02-01
FM117PM110845,110845,2018 PLANT MIX,,"""Todd.Repass@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,3621260,3556977,2018-12-07
FM117PM110848,110848,2018 PLANT MIX,,"""Todd.Repass@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",R,G,6209102,5859590,2018-12-07
E000109512N01,109512,INSTALL GUARDRAIL IN MEDIAN,,,"MAKCO, INCORPORATED",G,G,945945,929869,2019-08-16
F000108747N01,108747,ASPHALT STRUCTUAL REHABILITATION,,"""Todd.Repass@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,283290,311525,2019-11-01
F000113847N01,113847,SUPERELEVATION IMPROVEMENTS,,"""Brian.Plummer@vdot.virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,1075131,931226,2020-06-01
FM117PM110847,110847,2018 PLANT MIX,,"""Todd.Repass@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,2124179,2112883,2018-12-07
FM117PM110851,110852,2018 PLANT MIX,,"""Todd.Repass@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,6484399,6000880,2018-12-07
FM117PM110854,110854,2018 PLANT MIX,,"""Todd.Repass@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",R,G,9742669,9337270,2018-12-07
FM117PM110857,110866,2018 PLANT MIX,,"""Todd.Repass@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,5561714,5465881,2018-12-07
FM117PM110868,110868,2018 PLANT MIX,,"""Todd.Repass@VDOT.Virginia.gov""","ROGERS GROUP, INC.",R,G,8472670,7330134,2018-12-07
FM117PM112406,112406,2018 PLANT MIX,,"""Todd.Repass@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,1748299,1690754,2018-12-07
FM117PM110881,110881,SGR - 2018 PLANT MIX,,"""Todd.Repass@VDOT.Virginia.gov""","W-L CONSTRUCTION & PAVING, INC.",G,G,1297016,1123823,2018-12-07
G000082193B01,82193,RTE. 220 OVER BACK CREEK BRIDGE REPLACEMENT,Roanoke County,"""Tony.Handy@VDOT.Virginia.gov""","CATON CONSTRUCTION GROUP, INC.",R,G,13117192,10147653,2020-05-01
G000094723B13,94723,BRIDGE REPLACEMENT OVER BIG OTTER RIVER,,"""Tony.Handy@VDOT.Virginia.gov""",CROSSROADS BRIDGE INC.,G,G,4580041,2911408,2022-06-15
G000097712B63,97712,BRIDGE REPLACEMENT OVER BIG OTTER RIVER (STR. 6068),,"""Tony.Handy@VDOT.Virginia.gov""","D. A. BROWN, INC.",R,G,1233368,964574,2020-11-23
G000110614B78,110614,BRIDGE REHABILITATION OVER CRAIG CREEK,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","D. A. BROWN, INC.",R,G,2106233,2032191,2020-08-28
G000055471B53,55471,BRIDGE REPLACEMENT OVER PIGG RIVER,,,CROSSROADS BRIDGE INC.,G,G,2464071,1158249,2021-12-01
G000094722B12,94722,RTE. 43 OVER BIG OTTER RIVER - BRIDGE REPLACEMENT,Bedford County,"""Tony.Handy@VDOT.Virginia.gov""","D. A. BROWN, INC.",G,G,2319275,2304691,2019-05-31
G000097225B14,97225,BRIDGE REPLACEMENT OVER STONEY CREEK (STR.02595),,"""Tony.Handy@VDOT.Virginia.gov""","D. A. BROWN, INC.",R,G,1540199,1336127,2019-11-22
G000109580C01,109580,"SAFETY IMPROVEMENTS: TRENCH WIDEN, RUMBLE STRIPS, & GR",,"""Tony.Handy@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,1755999,1485510,2020-10-23
G218PMS111191,111191,2018 PLANT MIX,,"""M.Mann@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,8628202,8326078,2018-12-07
G218PMV111194,111959,2018 PLANT MIX,,"""M.Mann@VDOT.Virginia.gov""","AAA PAVING AND SEALING, INC.",G,G,1913386,1847695,2018-12-07
G218PMW111195,111816,2018 PLANT MIX,,,ADAMS CONSTRUCTION COMPANY,G,G,2467180,1670738,2018-12-07
G218PMJ111988,111988,2018 PLANT MIX,,"""M.Mann@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,G,G,2054239,2095624,2018-12-07
G218PMX111196,111961,2018 Plant Mix,,,ADAMS CONSTRUCTION COMPANY,G,G,2147088,2217071,2018-12-07
G218PMY111197,111962,2018 PLANT MIX,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""",ADAMS CONSTRUCTION COMPANY,R,G,3459250,3378659,2018-12-07
G218PMZ111198,111963,2018 PLANT MIX,,,BOXLEY MATERIALS COMPANY,G,G,2104684,2118781,2018-12-07
GM218SS111668,111668,2018 SLURRY SEAL,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,R,G,1370227,1382636,2018-10-26
H000110318N01,110318,SURFACE TREAT UNPAVED ROAD,,"""M.Mann@VDOT.Virginia.gov""",C. R. HENDERSON COMPANY,G,G,299591,243710,2018-09-14
H000114302B34,114302,TRUSS BRIDGE PAINTING OVER BIG WALKER CREEK,,"""M.Mann@VDOT.Virginia.gov""","OLYMPUS PAINTING CONTRACTORS, INC.",R,G,367000,367000,2019-05-24
J000005319B01,5319,SGR RTE. 703 OVER LITTLE REED ISLAND CRK. - BRIDGE REPLACE.,,"""Tony.Handy@VDOT.Virginia.gov""",JAMES R. VANNOY & SONS CONSTRUCTION COMP,G,G,1005144,954417,2018-12-17
J000077305B01,77305,RTE. 116 OVER BACK CREEK (STR. 1087) - BRIDGE REPLACEMENT,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","BURLEIGH CONSTRUCTION CO.,INC",R,G,4637653,4474946,2019-09-13
H000108909M01,108909,ROUTE 460 AT FRANKLIN STREET EB RAMP CONSTRUCTION,,"""M.Mann@VDOT.Virginia.gov""","E. C. PACE COMPANY, INC.",G,G,1074268,1182119,2019-06-07
H000111719B51,111719,BRIDGE REPAIRS OVER REED CREEK,,"""Tony.Handy@VDOT.Virginia.gov""","LANFORD BROTHERS COMPANY, INCORPORATED",G,G,463810,380665,2019-09-20
H000115006B61,115006,ON-CALL BRIDGE REPAIR AND MAINTENANCE,,"""M.Mann@VDOT.Virginia.gov""","M. D. MILLER CO., INC.",G,Y,3979352,1872631,2021-07-30
J000056899B03,56899,REPLACE I-81 NBL BR. OVER NEW RIVER & RTE. 232 BR. OVER I-81,Montgomery County,"""Todd.Repass@VDOT.Virginia.gov""","VECELLIO & GROGAN, INC.",R,G,48012792,22650992,2020-12-04
J000108317B32,108317,DISTRICTWIDE INTERSTATE BRIDGE PAINTING CONTRACT,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","REGLAS PAINTING CO., INC.",G,G,3249000,3248886,2019-10-24
K000082510B50,82510,SGR - BRIDGE REPLACEMENT OVER NORFOLK SOUTHERN RAILWAY,,,"CATON CONSTRUCTION GROUP, INC.",G,G,2209890,2176476,2019-11-13
K000104679C01,104679,"GRADING, PAVING, DRAINAGE AND INCIDENTALS",Pittsylvania County,,"CATON CONSTRUCTION GROUP, INC.",R,G,1942637,1972263,2018-12-03
K000107012N01,107012,RTE. 29 - SHOULDER WIDEN./RUMBLE STRIPS/GR (CHATHAM BYPASS),Roanoke County,,ADAMS CONSTRUCTION COMPANY,G,G,3280826,2671297,2018-09-07
J000108316B75,108316,INTERSTATE BRIDGE PAINTING OVER JAMES RIVER AND CSXRR,,"""disabled-Jeff.Echols@VDOT.Virginia.gov""","REGLAS PAINTING CO., INC.",G,G,1372000,1372000,2019-11-15
J000109583N01,109583,SAFETY IMPROVEMENTS,,,"SOWERS CONSTRUCTION CO., INC.",G,G,1031739,852964,2019-07-26
K000082513C01,82513,BRIDGE AND APPROACHES OVER NORFOLK SOUTHERN RAILROAD,Prince Edward County,,"ALLEGHENY CONSTRUCTION COMPANY, INC.",G,G,2104094,2091273,2020-09-03
P000104950C01,104950,SMART SCALE-INTERSECTION IMPROVEMENTS & CONSTRUCT TURN LANES,,,"RAMIREZ CONTRACTING, L.L.C.",G,G,1926518,1794139,2019-09-20
R000093089B19,93089,BRIDGE REPLACEMENT OVER DEEP CREEK (FED ID 13863),,,"ALLEGHENY CONSTRUCTION COMPANY, INC.",G,G,2318190,1760588,2021-06-21
R000105131C01,105131,INTERSECTION IMPROVEMENTS AT RTE 645 AND RTE 144,,"""Susan.Warr@VDOT.Virginia.gov""",BLAKEMORE CONSTRUCTION CORPORATION,G,G,852749,677646,2018-09-14
R000110784B20,110784,DECK REPLACEMENT OVER COURTHOUSE CREEK,,,"BURLEIGH CONSTRUCTION CO.,INC",R,G,727512,681867,2019-10-31
